"Cell","Drug","IC50"
908444,"Foretinib",1.140634
908444,"Rucaparib",3.907927
908444,"MG-132",-0.623867
908444,"Irinotecan",1.829995
908444,"Paclitaxel",-3.307513
908444,"BMS-754807",1.751402
908444,"Camptothecin",-3.323193
908444,"OTX015",2.178475
908444,"Lapatinib",3.123366
908444,"AZD5363",2.635325
908444,"EPZ004777",5.05045
908444,"MK-2206",2.91222
908444,"SB590885",4.260437
908444,"Gemcitabine",-1.968477
908444,"VX-11e",3.293609
908444,"ZM447439",2.753034
908444,"Oxaliplatin",2.705794
908444,"EHT-1864",2.886966
908444,"LGK974",3.564137
908444,"MIRA-1",5.655922
908444,"BIBR-1532",3.285636
908444,"SN-38",-4.793059
908444,"LJI308",4.368307
908444,"BMS-536924",2.379573
908444,"PD0325901",0.862107
908444,"Fulvestrant",2.535336
908444,"AGI-5198",4.819243
908444,"RO-3306",2.577089
908444,"Leflunomide",3.670084
908444,"Vinorelbine",-0.529444
908444,"Crizotinib",1.774333
908444,"Linsitinib",4.211254
908444,"SGC0946",2.296106
908444,"AZ6102",2.667873
908444,"Alpelisib",4.526348
908444,"Uprosertib",2.942198
908444,"GSK2578215A",4.365206
908444,"Picolinici-acid",5.289126
908444,"Palbociclib",2.494958
908444,"Selumetinib",3.668763
908444,"Dactolisib",-2.03178
908444,"Afatinib",1.506084
908444,"Buparlisib",0.973273
908444,"AZ960",5.10847
908444,"YK-4-279",3.302276
908444,"JNK Inhibitor VIII",5.210627
908444,"Cediranib",2.215693
908444,"Venetoclax",1.337274
908444,"Axitinib",3.171465
908444,"MK-1775",0.603974
908444,"AZD8186",3.975092
908444,"ML323",4.12484
908444,"PCI-34051",5.24496
908444,"Entospletinib",5.001931
908444,"Sorafenib",1.253228
908444,"Bortezomib",-3.954265
908444,"GW441756",3.446664
908444,"Mirin",5.044373
908444,"Olaparib",3.202444
908444,"Motesanib",3.598259
908444,"EPZ5676",5.422186
908444,"Temozolomide",6.065783
908444,"AMG-319",5.213952
908444,"NU7441",0.62709
908444,"Talazoparib",2.494671
908445,"5-Fluorouracil",1.756804
908445,"PLX-4720",5.134936
908445,"GSK591",4.921922
908445,"CZC24832",4.542449
908445,"Dinaciclib",-3.536956
908445,"Entinostat",1.702108
908445,"Docetaxel",-4.491428
908445,"Nutlin-3a (-)",4.835391
908445,"GSK343",1.934523
908445,"Nilotinib",3.435531
908445,"Wee1 Inhibitor",1.134405
908445,"PRT062607",3.093197
908445,"Sabutoclax",-0.54619
908445,"LCL161",5.370454
908445,"P22077",5.335192
908445,"KRAS (G12C) Inhibitor-12",3.051602
908445,"Staurosporine",-1.995066
908445,"Pevonedistat",-0.337456
908445,"Vorinostat",1.617018
908445,"Telomerase Inhibitor IX",0.31592
908445,"Avagacestat",4.718423
908445,"AZD3759",2.751443
908445,"SCH772984",0.971511
908445,"I-BET-762",3.488378
908445,"Sepantronium bromide",-3.92738
908445,"Osimertinib",2.496013
908445,"Trametinib",-2.308803
908445,"Ruxolitinib",3.656025
908445,"IWP-2",2.49441
908445,"Lestaurtinib",-0.683166
908445,"AZD4547",2.580404
908445,"Sapitinib",5.62015
908445,"Pyridostatin",2.668648
908445,"Erlotinib",2.878638
908445,"Wnt-C59",2.726615
908445,"OF-1",3.204489
908445,"WZ4003",4.519115
908445,"Tamoxifen",3.647366
908445,"RVX-208",3.785151
908445,"PD173074",5.065195
908445,"KU-55933",4.884172
908445,"Gefitinib",3.605832
908445,"Dactinomycin",-5.073768
908445,"Dasatinib",3.334625
908445,"Cyclophosphamide",4.637688
908445,"Ibrutinib",4.621747
908445,"Bosutinib",2.253578
908445,"LY2109761",5.057977
908445,"GDC0810",5.370906
908445,"EPZ004777",5.29806
908445,"Rucaparib",3.594017
908445,"VE-822",1.669298
908445,"Tanespimycin",-1.30357
908445,"MN-64",5.016275
908445,"VE821",3.126057
908445,"SN-38",-6.253317
908445,"GSK1904529A",3.327918
908445,"PFI-1",4.951728
908445,"ABT737",2.01867
908445,"Irinotecan",0.445
908445,"PRIMA-1MET",3.28395
908445,"BMS-536924",3.623424
908445,"Doramapimod",5.361378
908445,"AZD6738",0.054453
908445,"Rapamycin",-3.368254
908445,"AZD7762",-1.438985
908445,"MK-8776",1.27352
908445,"LJI308",3.894907
908445,"Ipatasertib",3.295374
908445,"Motesanib",5.262864
908445,"Savolitinib",-4.518179
908445,"AGI-5198",4.641615
908445,"Lapatinib",4.93409
908445,"Palbociclib",3.517201
908445,"SB216763",5.366297
908445,"Ribociclib",3.191081
908445,"NVP-ADW742",3.8913
908445,"SGC0946",1.903256
908445,"BMS-345541",2.72969
908445,"Vismodegib",5.129702
908445,"Paclitaxel",-2.784856
908445,"AZ6102",2.681395
908445,"JQ1",2.240836
908445,"Alpelisib",3.708986
908445,"Navitoclax",1.977469
908445,"ZM447439",4.855269
908445,"GSK2606414",3.513423
908445,"MIRA-1",5.698987
908445,"PFI3",4.585958
908445,"AT13148",2.433497
908445,"LGK974",3.039349
908445,"Gemcitabine",-3.657887
908445,"XAV939",3.802935
908445,"SB590885",4.647243
908445,"OSI-027",0.770916
908445,"VX-11e",1.831214
908445,"Linsitinib",4.474358
908445,"Afuresertib",3.325675
908445,"NU7441",2.699797
908445,"OTX015",2.961631
908445,"Oxaliplatin",2.479509
908445,"RO-3306",4.175095
908445,"Epirubicin",-1.406338
908445,"Lenalidomide",4.824894
908445,"I-BRD9",4.619592
908445,"Vinorelbine",-3.3473
908445,"Cediranib",2.801231
908445,"Axitinib",2.674246
908445,"Uprosertib",2.76155
908445,"Luminespib",-3.14088
908445,"Serdemetan",4.049006
908445,"BIBR-1532",3.219807
908445,"Taselisib",1.837316
908445,"AGI-6780",3.16901
908445,"Camptothecin",-4.784797
908445,"Veliparib",5.022212
908445,"Refametinib",0.229941
908445,"Afatinib",2.768761
908445,"Fulvestrant",3.25429
908445,"Olaparib",4.615346
908445,"Ulixertinib",1.683931
908445,"Pictilisib",0.470931
908445,"PD0325901",-1.723835
908445,"AZD5363",2.040427
908445,"MG-132",-0.975464
908445,"Foretinib",-3.001487
908445,"Crizotinib",-2.53435
908445,"Bortezomib",-4.906795
908445,"Selumetinib",1.868043
908445,"Picolinici-acid",5.122605
908445,"EPZ5676",5.687322
908445,"Venetoclax",1.047021
908445,"YK-4-279",2.693373
908445,"WIKI4",3.335483
908445,"MK-2206",3.400803
908445,"Entospletinib",3.700742
908445,"GSK2578215A",5.256012
908445,"Buparlisib",0.534437
908445,"EHT-1864",2.930493
908445,"PCI-34051",3.224369
908445,"Leflunomide",5.23184
908445,"AZD8186",1.993176
908445,"AZ960",4.197099
908445,"Temozolomide",5.447217
908445,"JNK Inhibitor VIII",5.057219
908445,"MK-1775",0.149032
908445,"Sorafenib",2.597562
908445,"BMS-754807",1.035313
908445,"GW441756",3.565001
908445,"Talazoparib",1.296144
908445,"ML323",3.329323
908445,"AMG-319",3.721268
908445,"Dactolisib",-2.014215
908445,"Mirin",3.891563
908445,"Niraparib",4.485146
908447,"Nutlin-3a (-)",1.412389
908447,"Avagacestat",5.010997
908447,"Vorinostat",0.522831
908447,"GSK591",5.36919
908447,"Dinaciclib",-0.875068
908447,"GSK343",3.379355
908447,"Osimertinib",1.449518
908447,"Navitoclax",-1.791151
908447,"PLX-4720",5.984154
908447,"Docetaxel",-4.941162
908447,"Trametinib",-2.082196
908447,"Entinostat",0.492817
908447,"P22077",4.473872
908447,"Nilotinib",4.182025
908447,"Pyridostatin",4.793309
908447,"PD173074",2.713006
908447,"Pevonedistat",1.908115
908447,"5-Fluorouracil",3.5423
908447,"Gefitinib",3.465292
908447,"Wee1 Inhibitor",1.689407
908447,"ABT737",-2.849787
908447,"WZ4003",4.799773
908447,"Wnt-C59",4.250186
908447,"Tanespimycin",0.428449
908447,"Tamoxifen",4.958891
908447,"Staurosporine",-4.352348
908447,"LCL161",5.674808
908447,"RVX-208",5.454569
908447,"ZM447439",1.003578
908447,"Sabutoclax",-2.161039
908447,"Ruxolitinib",4.869482
908447,"CZC24832",5.73475
908447,"PFI-1",4.046565
908447,"GDC0810",3.753012
908447,"SB590885",3.59472
908447,"NVP-ADW742",0.733059
908447,"PRT062607",4.062933
908447,"IWP-2",3.042454
908447,"Telomerase Inhibitor IX",-1.088313
908447,"Bosutinib",3.5255
908447,"Motesanib",3.682051
908447,"AZ6102",2.225778
908447,"Rucaparib",4.863734
908447,"Irinotecan",0.629504
908447,"Sapitinib",5.612412
908447,"Cediranib",1.944902
908447,"KRAS (G12C) Inhibitor-12",3.179529
908447,"MN-64",5.310453
908447,"Sepantronium bromide",-0.434453
908447,"Lestaurtinib",-1.789916
908447,"Uprosertib",3.806363
908447,"WIKI4",3.10827
908447,"OTX015",3.641017
908447,"GSK1904529A",5.844798
908447,"Dasatinib",3.766966
908447,"Palbociclib",3.184394
908447,"AZD3759",3.791225
908447,"Vismodegib",4.492158
908447,"MIRA-1",6.136273
908447,"NU7441",3.419186
908447,"Doramapimod",5.391515
908447,"AZD4547",2.428156
908447,"Camptothecin",-4.46017
908447,"MG-132",-1.07222
908447,"LY2109761",5.289047
908447,"AT13148",3.011838
908447,"Ibrutinib",5.551949
908447,"Oxaliplatin",3.675234
908447,"Veliparib",4.632023
908447,"SN-38",-6.551976
908447,"Erlotinib",2.341496
908447,"I-BET-762",4.960745
908447,"Temozolomide",7.327579
908447,"VE821",4.49285
908447,"Afatinib",1.442676
908447,"KU-55933",4.313031
908447,"OSI-027",2.047792
908447,"EPZ004777",5.890856
908447,"Savolitinib",2.661424
908447,"Refametinib",0.216124
908447,"Lapatinib",2.949427
908447,"Picolinici-acid",5.668657
908447,"OF-1",4.517173
908447,"Ribociclib",1.693833
908447,"VX-11e",2.542551
908447,"Linsitinib",1.290167
908447,"Ipatasertib",5.080555
908447,"BIBR-1532",3.907737
908447,"VE-822",1.585194
908447,"Vinorelbine",-3.261286
908447,"MK-8776",2.164671
908447,"LJI308",3.438437
908447,"GSK2606414",4.608633
908447,"PRIMA-1MET",5.458683
908447,"JQ1",0.907911
908447,"I-BRD9",5.615666
908447,"XAV939",4.861212
908447,"Axitinib",0.350251
908447,"ML323",5.820249
908447,"AGI-6780",4.023021
908447,"SGC0946",2.553102
908447,"Rapamycin",-1.117751
908447,"AZD7762",0.081275
908447,"Gemcitabine",-1.68529
908447,"Entospletinib",4.891215
908447,"SCH772984",1.831246
908447,"RO-3306",1.643741
908447,"PCI-34051",3.733952
908447,"LGK974",4.467795
908447,"Buparlisib",0.921412
908447,"AZD5363",4.373786
908447,"Afuresertib",3.391097
908447,"Cyclophosphamide",5.636497
908447,"JNK Inhibitor VIII",5.746265
908447,"Taselisib",0.464842
908447,"Ulixertinib",2.921949
908447,"AZD6738",1.484517
908447,"GSK2578215A",5.01644
908447,"PD0325901",-0.829742
908447,"AGI-5198",5.134081
908447,"AZ960",0.33858
908447,"SB216763",3.900116
908447,"Dactinomycin",-3.422055
908447,"Pictilisib",1.132649
908447,"PFI3",5.642499
908447,"Alpelisib",3.131621
908447,"AMG-319",5.231734
908447,"Luminespib",-2.557802
908447,"Fulvestrant",3.851003
908447,"EHT-1864",5.309266
908447,"MK-1775",-0.422191
908447,"GW441756",3.586102
908447,"BMS-345541",4.429519
908447,"Bortezomib",-4.0361
908447,"Olaparib",2.970304
908447,"BMS-536924",0.964149
908447,"AZD8186",3.432658
908447,"Talazoparib",1.433575
908447,"Crizotinib",1.065015
908447,"Serdemetan",2.730455
908447,"Niraparib",3.965201
908447,"YK-4-279",1.448969
908447,"Sorafenib",1.747097
908447,"Venetoclax",-0.822702
908447,"Paclitaxel",-2.565248
908447,"Leflunomide",4.938572
908447,"Dactolisib",1.736629
908447,"BMS-754807",-1.971746
908447,"MK-2206",3.715029
908447,"Lenalidomide",5.081642
908447,"Foretinib",0.892071
908447,"EPZ5676",5.450255
908447,"Selumetinib",2.421673
908447,"Mirin",3.877915
908447,"Epirubicin",-1.817705
908449,"Pevonedistat",7.506784
908449,"5-Fluorouracil",7.224343
908449,"LCL161",7.689307
908449,"Staurosporine",0.818063
908449,"Docetaxel",-1.612122
908449,"Nilotinib",6.295123
908449,"Ruxolitinib",7.517959
908449,"IWP-2",5.857581
908449,"Avagacestat",6.11098
908449,"P22077",8.474099
908449,"PRT062607",7.017308
908449,"PD173074",6.922307
908449,"Vorinostat",3.698402
908449,"KRAS (G12C) Inhibitor-12",7.083539
908449,"Pyridostatin",6.165536
908449,"Dinaciclib",4.233963
908449,"Wee1 Inhibitor",5.527656
908449,"Dactinomycin",-0.70564
908449,"PLX-4720",3.991805
908449,"Doramapimod",6.325403
908449,"GSK591",6.161866
908449,"WZ4003",8.033419
908449,"ZM447439",7.070762
908449,"BIBR-1532",7.607683
908449,"GSK343",5.945632
908449,"CZC24832",8.334278
908449,"Dasatinib",0.066878
908449,"AZD3759",5.019034
908449,"Cyclophosphamide",8.646496
908449,"VE821",5.426602
908449,"Oxaliplatin",8.004997
908449,"Afatinib",5.685069
908449,"OF-1",5.906153
908449,"Nutlin-3a (-)",5.501166
908449,"MIRA-1",8.072556
908449,"I-BET-762",5.697237
908449,"Bosutinib",6.685618
908449,"Entinostat",6.374049
908449,"MN-64",6.085901
908449,"VE-822",7.589236
908449,"AT13148",7.411088
908449,"LY2109761",4.524088
908449,"GDC0810",8.609702
908449,"GSK1904529A",7.453353
908449,"SN-38",0.838487
908449,"Vismodegib",7.19711
908449,"Trametinib",1.357396
908449,"OSI-027",7.194818
908449,"Gemcitabine",1.044086
908449,"Ulixertinib",6.771716
908449,"Osimertinib",4.042901
908449,"Ibrutinib",7.290135
908449,"BMS-345541",6.171718
908449,"Navitoclax",0.787234
908449,"Temozolomide",8.446402
908449,"Erlotinib",5.207274
908449,"Rapamycin",3.216526
908449,"NVP-ADW742",6.819403
908449,"Ribociclib",6.065752
908449,"Lestaurtinib",2.623113
908449,"I-BRD9",7.329511
908449,"SCH772984",6.88052
908449,"AGI-5198",6.559188
908449,"Afuresertib",5.922899
908449,"Savolitinib",6.363088
908449,"Rucaparib",6.42997
908449,"Camptothecin",0.458056
908449,"Sapitinib",7.147456
908449,"LGK974",8.437652
908449,"RVX-208",7.809246
908449,"AZD6738",4.067689
908449,"Entospletinib",5.015958
908449,"PFI-1",7.521314
908449,"Motesanib",8.567048
908449,"Lapatinib",7.506023
908449,"RO-3306",6.466715
908449,"Tanespimycin",2.989476
908449,"AZ6102",6.501293
908449,"GSK2606414",8.102578
908449,"MK-8776",6.248593
908449,"AZD7762",4.345813
908449,"Cediranib",6.20781
908449,"BMS-754807",4.553146
908449,"Luminespib",0.806135
908449,"ABT737",1.678622
908449,"PFI3",8.678348
908449,"WIKI4",4.874024
908449,"Gefitinib",5.875898
908449,"SB216763",7.39939
908449,"EPZ004777",8.22458
908449,"Pictilisib",4.176593
908449,"Buparlisib",6.033342
908449,"JQ1",5.946115
908449,"NU7441",9.155513
908449,"ML323",6.55086
908449,"Olaparib",6.729438
908449,"KU-55933",8.630607
908449,"Veliparib",8.339407
908449,"VX-11e",5.443015
908449,"AZD4547",7.988395
908449,"Sabutoclax",1.098241
908449,"PD0325901",3.606225
908449,"Alpelisib",7.012411
908449,"Crizotinib",5.711328
908449,"PRIMA-1MET",8.021605
908449,"Paclitaxel",-1.172258
908449,"MG-132",0.734934
908449,"Bortezomib",-1.259171
908449,"AGI-6780",8.144752
908449,"Wnt-C59",8.306189
908449,"SB590885",7.623028
908449,"Taselisib",4.543971
908449,"XAV939",5.943092
908449,"GW441756",6.683146
908449,"Selumetinib",6.502068
908449,"Sepantronium bromide",-3.754425
908449,"Vinorelbine",0.157896
908449,"EHT-1864",5.168287
908449,"LJI308",6.098065
908449,"Ipatasertib",7.151651
908449,"Linsitinib",7.877104
908449,"Fulvestrant",6.341178
908449,"SGC0946",5.361804
908449,"JNK Inhibitor VIII",6.77103
908449,"Tamoxifen",8.403804
908449,"Refametinib",4.032443
908449,"YK-4-279",5.424055
908449,"BMS-536924",4.119437
908449,"AZD5363",4.862206
908449,"EPZ5676",8.127728
908449,"Axitinib",8.309886
908449,"Dactolisib",1.077547
908449,"Serdemetan",6.065611
908449,"AMG-319",7.24962
908449,"OTX015",5.907849
908449,"GSK2578215A",6.718105
908449,"Leflunomide",6.814496
908449,"MK-2206",6.151741
908449,"Niraparib",7.151984
908449,"Palbociclib",6.962033
908449,"Talazoparib",4.760403
908449,"AZD8186",4.644625
908449,"AZ960",2.067347
908449,"PCI-34051",7.45043
908449,"MK-1775",5.540364
908449,"Venetoclax",5.913609
908449,"Foretinib",2.752325
908449,"Irinotecan",3.827686
908449,"Mirin",7.041055
908449,"Uprosertib",8.311461
908449,"Sorafenib",5.035466
908449,"Picolinici-acid",8.626586
908449,"Epirubicin",3.543807
908449,"Telomerase Inhibitor IX",4.118455
908449,"Lenalidomide",8.429109
908452,"AGI-6780",4.633782
908452,"Pevonedistat",3.217493
908452,"Nilotinib",2.2869
908452,"VX-11e",3.781644
908452,"LCL161",0.736219
908452,"GSK343",3.249929
908452,"AZ960",2.063236
908452,"Afatinib",2.07013
908452,"IWP-2",3.525818
908452,"GSK591",4.799323
908452,"Wee1 Inhibitor",1.582909
908452,"EPZ5676",5.557168
908452,"Staurosporine",-2.588664
908452,"CZC24832",5.88259
908452,"Sorafenib",2.934724
908452,"EHT-1864",3.938907
908452,"Rapamycin",-2.449435
908452,"SN-38",-3.216372
908452,"Nutlin-3a (-)",4.17262
908452,"Leflunomide",5.050518
908452,"Refametinib",3.47749
908452,"Pyridostatin",5.131756
908452,"AZD3759",2.182177
908452,"Dinaciclib",-3.004285
908452,"JNK Inhibitor VIII",3.723722
908452,"VE-822",4.272849
908452,"PFI3",5.927176
908452,"LY2109761",3.427415
908452,"Doramapimod",3.168346
908452,"Rucaparib",4.76072
908452,"Wnt-C59",3.726736
908452,"MK-1775",2.330005
908452,"5-Fluorouracil",4.941923
908452,"XAV939",3.843289
908452,"P22077",5.475221
908452,"Gemcitabine",1.157421
908452,"Temozolomide",7.007192
908452,"AZD8186",3.406438
908452,"BMS-345541",3.882694
908452,"MIRA-1",5.381525
908452,"NVP-ADW742",5.888537
908452,"BIBR-1532",5.101978
908452,"ZM447439",3.452403
908452,"Taselisib",3.443786
908452,"AZD5363",2.426791
908452,"MK-2206",3.380409
908452,"Picolinici-acid",5.785296
908452,"PRIMA-1MET",3.138275
908452,"Bortezomib",-5.313176
908452,"Sepantronium bromide",-6.363156
908452,"Olaparib",4.120112
908452,"KRAS (G12C) Inhibitor-12",4.576242
908452,"I-BET-762",2.491473
908452,"AZD6738",3.990971
908452,"Alpelisib",4.314213
908452,"Ibrutinib",4.174706
908452,"JQ1",1.655897
908452,"Entospletinib",3.563393
908452,"GW441756",4.174816
908452,"Gefitinib",4.111044
908452,"PD173074",4.702762
908452,"SGC0946",2.913804
908452,"Vismodegib",4.407767
908452,"GSK1904529A",4.418401
908452,"Dactinomycin",-4.93936
908452,"Cediranib",5.759949
908452,"Ulixertinib",4.160858
908452,"Fulvestrant",3.619807
908452,"OTX015",1.474386
908452,"RVX-208",4.118706
908452,"SCH772984",3.045649
908452,"Venetoclax",2.56925
908452,"ML323",3.526532
908452,"PCI-34051",4.012518
908452,"Linsitinib",5.555086
908452,"AZ6102",2.900715
908452,"Dasatinib",0.682471
908452,"VE821",4.110417
908452,"GDC0810",5.900227
908452,"KU-55933",5.716771
908452,"EPZ004777",5.884002
908452,"Uprosertib",1.61964
908452,"Pictilisib",2.274708
908452,"AMG-319",5.355001
908452,"Osimertinib",3.087973
908452,"Oxaliplatin",4.498252
908452,"WIKI4",1.973662
908452,"Vinorelbine",-1.421229
908452,"Paclitaxel",-4.312429
908452,"Camptothecin",-1.516814
908452,"SB216763",5.891425
908452,"Axitinib",4.225471
908452,"Crizotinib",3.455055
908452,"I-BRD9",4.045201
908452,"AGI-5198",5.08544
908452,"Mirin",5.010254
908452,"Lapatinib",2.98227
908452,"Dactolisib",-2.712087
908452,"Telomerase Inhibitor IX",0.276005
908452,"Serdemetan",3.444169
908452,"Veliparib",5.77235
908452,"Sapitinib",3.568355
908452,"Tanespimycin",-0.631076
908452,"Bosutinib",2.854053
908452,"Avagacestat",5.773401
908452,"PD0325901",3.434561
908452,"Docetaxel",-4.767819
908452,"Lestaurtinib",-0.07395
908452,"Ipatasertib",3.94662
908452,"BMS-536924",3.904237
908452,"LJI308",5.417973
908452,"Vorinostat",1.124882
908452,"AZD7762",2.040916
908452,"BMS-754807",5.722533
908452,"GSK2578215A",4.22079
908452,"RO-3306",3.124512
908452,"Buparlisib",2.420216
908452,"Lenalidomide",5.790686
908452,"Selumetinib",4.120911
908452,"Epirubicin",-0.423475
908452,"Palbociclib",4.11466
908452,"Foretinib",4.080163
908452,"OF-1",2.076409
908452,"GSK2606414",3.379955
908452,"PLX-4720",3.065507
908452,"AZD4547",5.316543
908452,"Afuresertib",1.958112
908452,"Navitoclax",3.009247
908452,"ABT737",3.108679
908452,"Cyclophosphamide",5.921019
908452,"PFI-1",4.085578
908452,"Ribociclib",4.160313
908452,"PRT062607",4.838173
908452,"WZ4003",5.874291
908452,"MK-8776",4.479753
908452,"Motesanib",5.786315
908452,"AT13148",3.121681
908452,"NU7441",2.483181
908452,"Entinostat",1.788593
908452,"Talazoparib",1.63318
908452,"Niraparib",3.804171
908452,"MN-64",4.809312
908452,"Ruxolitinib",4.650903
908452,"MG-132",-1.346314
908452,"Irinotecan",1.926145
908452,"Sabutoclax",0.557611
908452,"Trametinib",2.746643
908452,"OSI-027",3.324066
908452,"Luminespib",-2.262371
908452,"SB590885",5.234028
908452,"LGK974",5.842232
908452,"Tamoxifen",5.927176
908452,"YK-4-279",2.162115
908452,"Savolitinib",3.61571
908452,"Erlotinib",4.458829
908455,"VX-11e",3.022705
908455,"GSK591",3.222279
908455,"AGI-6780",4.883867
908455,"IWP-2",3.301431
908455,"Nilotinib",3.80023
908455,"LCL161",4.961266
908455,"Temozolomide",6.344086
908455,"MIRA-1",6.112627
908455,"Dasatinib",0.47956
908455,"Nutlin-3a (-)",6.590324
908455,"SB216763",5.688481
908455,"BMS-754807",3.341482
908455,"MK-8776",2.140141
908455,"GW441756",2.992071
908455,"GSK1904529A",5.061226
908455,"GSK343",3.107757
908455,"CZC24832",5.989643
908455,"Lestaurtinib",1.130847
908455,"Savolitinib",3.315013
908455,"Vorinostat",1.801698
908455,"JQ1",3.951409
908455,"EHT-1864",4.406159
908455,"5-Fluorouracil",3.988299
908455,"AT13148",3.327357
908455,"KRAS (G12C) Inhibitor-12",5.639378
908455,"Ulixertinib",2.760589
908455,"Alpelisib",3.409152
908455,"Sorafenib",2.77361
908455,"XAV939",4.425858
908455,"EPZ5676",5.602162
908455,"Staurosporine",-3.46316
908455,"Rucaparib",4.684614
908455,"VE821",3.770208
908455,"Pyridostatin",2.916204
908455,"Rapamycin",-3.24632
908455,"I-BET-762",3.24403
908455,"Avagacestat",6.36503
908455,"AGI-5198",5.627049
908455,"Pictilisib",0.833887
908455,"Bortezomib",-4.481042
908455,"ML323",4.304256
908455,"ZM447439",2.935558
908455,"Wnt-C59",4.942918
908455,"SCH772984",2.489505
908455,"Buparlisib",1.076202
908455,"AZD4547",3.564565
908455,"AZD8186",3.503469
908455,"YK-4-279",2.524277
908455,"Pevonedistat",-0.270099
908455,"Dinaciclib",-2.950194
908455,"Tanespimycin",-0.67458
908455,"Taselisib",1.158372
908455,"VE-822",3.66851
908455,"MN-64",5.94767
908455,"PRT062607",2.663916
908455,"AZ6102",2.885517
908455,"Dactinomycin",-4.883219
908455,"SN-38",-5.358338
908455,"BMS-536924",4.703663
908455,"Irinotecan",0.480423
908455,"Dactolisib",-2.870424
908455,"Erlotinib",-0.057611
908455,"JNK Inhibitor VIII",5.59383
908455,"Venetoclax",3.317127
908455,"Vismodegib",5.971363
908455,"Sapitinib",0.70081
908455,"NVP-ADW742",3.124804
908455,"GDC0810",5.832877
908455,"Fulvestrant",3.230153
908455,"Afatinib",-0.388668
908455,"Veliparib",5.018769
908455,"Docetaxel",-5.394142
908455,"Trametinib",0.049472
908455,"RO-3306",3.705436
908455,"AMG-319",5.464454
908455,"NU7441",3.680396
908455,"Telomerase Inhibitor IX",0.996244
908455,"Foretinib",2.077731
908455,"PRIMA-1MET",5.514462
908455,"Doramapimod",5.906261
908455,"Osimertinib",0.465008
908455,"PD173074",3.798375
908455,"SGC0946",2.433075
908455,"MK-1775",0.034001
908455,"Selumetinib",3.032719
908455,"BMS-345541",2.800476
908455,"P22077",5.106997
908455,"Gemcitabine",-4.012882
908455,"Bosutinib",2.644969
908455,"PD0325901",0.893113
908455,"Picolinici-acid",4.993432
908455,"Cyclophosphamide",5.785792
908455,"AZ960",1.561939
908455,"ABT737",2.379981
908455,"Talazoparib",0.825965
908455,"Wee1 Inhibitor",3.968549
908455,"Uprosertib",3.801678
908455,"Crizotinib",3.200034
908455,"Lenalidomide",6.04417
908455,"PFI-1",3.440882
908455,"WIKI4",4.519664
908455,"Olaparib",4.739064
908455,"RVX-208",5.611093
908455,"Vinorelbine",-4.692251
908455,"Sabutoclax",-0.229858
908455,"Lapatinib",1.342747
908455,"PCI-34051",4.728306
908455,"Refametinib",1.786215
908455,"OF-1",5.130637
908455,"SB590885",4.416302
908455,"Navitoclax",2.993436
908455,"OTX015",2.716288
908455,"Ibrutinib",2.470095
908455,"BIBR-1532",5.697227
908455,"GSK2606414",3.813668
908455,"Motesanib",6.044636
908455,"PLX-4720",3.224549
908455,"Axitinib",4.101234
908455,"Entospletinib",3.324494
908455,"LJI308",5.095151
908455,"Entinostat",0.611283
908455,"Niraparib",4.471226
908455,"Cediranib",2.731071
908455,"Sepantronium bromide",-4.660386
908455,"Palbociclib",3.569433
908455,"Luminespib",-2.656498
908455,"Leflunomide",4.566663
908455,"PFI3",5.130864
908455,"Ruxolitinib",5.241875
908455,"Camptothecin",-4.149705
908455,"Serdemetan",3.094277
908455,"Mirin",5.186519
908455,"Tamoxifen",3.455747
908455,"AZD6738",1.721234
908455,"LGK974",4.82132
908455,"KU-55933",5.363928
908455,"Linsitinib",4.75352
908455,"MK-2206",3.21212
908455,"Ipatasertib",2.78206
908455,"Epirubicin",-2.417168
908455,"AZD5363",4.376029
908455,"LY2109761",6.022591
908455,"Ribociclib",3.943134
908455,"AZD7762",0.559904
908455,"WZ4003",4.612424
908455,"Gefitinib",0.593694
908455,"I-BRD9",5.417237
908455,"Oxaliplatin",2.569536
908455,"OSI-027",3.793247
908455,"AZD3759",0.950957
908455,"MG-132",-1.524862
908455,"Paclitaxel",-2.76193
908455,"GSK2578215A",4.626511
908455,"EPZ004777",5.644753
908455,"Afuresertib",2.796307
908457,"Crizotinib",2.794225
908457,"BMS-754807",1.638102
908457,"Temozolomide",8.262632
908457,"Nilotinib",5.085998
908457,"GSK343",2.136069
908457,"EPZ5676",5.966409
908457,"Savolitinib",3.407552
908457,"Docetaxel",-1.689313
908457,"VX-11e",1.377486
908457,"Wnt-C59",5.905778
908457,"Veliparib",6.650175
908457,"AZD8186",2.465411
908457,"CZC24832",5.572452
908457,"LCL161",4.001529
908457,"Ulixertinib",0.762292
908457,"AZD6738",4.511315
908457,"5-Fluorouracil",4.976671
908457,"RO-3306",3.211215
908457,"Cyclophosphamide",5.187571
908457,"Sorafenib",3.14519
908457,"Venetoclax",2.883093
908457,"GW441756",4.36459
908457,"Nutlin-3a (-)",7.242708
908457,"Tanespimycin",-1.026179
908457,"MK-8776",5.164995
908457,"Buparlisib",0.384519
908457,"GDC0810",5.486949
908457,"Dasatinib",-0.139693
908457,"AMG-319",6.003122
908457,"Avagacestat",5.680037
908457,"AGI-5198",5.967862
908457,"Vorinostat",1.672726
908457,"NU7441",4.368727
908457,"Telomerase Inhibitor IX",0.00053
908457,"Staurosporine",-3.367298
