ccle_name,pubchem_cid,ic50
ACH-000521,9826528,1.225244
ACH-000803,9826528,0.491435
ACH-000504,9826528,3.25146
ACH-000002,9826528,-3.501273
ACH-000221,9826528,1.655925
ACH-000882,9826528,0.272536
ACH-000062,9826528,-0.951957
ACH-000609,9826528,1.799185
ACH-000714,9826528,2.588881
ACH-000679,9826528,3.224047
ACH-000920,9826528,-0.770062
ACH-000745,9826528,1.329361
ACH-000825,9826528,0.723069
ACH-000828,9826528,6.357212
ACH-000780,9826528,4.079659
ACH-000607,9826528,2.827727
ACH-000708,9826528,1.553347
ACH-000212,9826528,4.6645
ACH-000225,9826528,4.220611
ACH-000824,9826528,3.150605
ACH-000981,9826528,1.565015
ACH-000242,9826528,1.61357
ACH-000417,9826528,3.211501
ACH-000621,9826528,3.206754
ACH-000896,9826528,2.278585
ACH-000090,9826528,4.876141
ACH-000677,9826528,4.683775
ACH-000938,9826528,1.263436
ACH-000927,9826528,5.476287
ACH-000070,9826528,0.891089
ACH-000389,9826528,1.715672
ACH-000087,9826528,3.542297
ACH-000939,9826528,3.330202
ACH-000254,9826528,1.313534
ACH-000322,9826528,-3.155886
ACH-000078,9826528,1.242576
ACH-000363,9826528,2.180404
ACH-000226,9826528,1.844093
ACH-000586,9826528,2.488907
ACH-000826,9826528,0.528835
ACH-000247,9826528,-4.801466
ACH-000678,9826528,2.337528
ACH-000493,9826528,2.114174
ACH-000231,9826528,0.267334
ACH-000822,9826528,-1.052667
ACH-000091,9826528,3.059885
ACH-000109,9826528,3.434521
ACH-000438,9826528,-2.455582
ACH-000350,9826528,-0.246079
ACH-000222,9826528,0.499635
ACH-000200,9826528,3.606225
ACH-000434,9826528,-0.652987
ACH-000656,9826528,3.340757
ACH-000481,9826528,4.554472
ACH-000628,9826528,2.694853
ACH-000147,9826528,3.95977
ACH-000614,9826528,0.25637
ACH-000159,9826528,2.801781
ACH-000052,9826528,2.116752
ACH-000456,9826528,1.086202
ACH-000750,9826528,-1.568982
ACH-000081,9826528,0.599724
ACH-000694,9826528,3.192647
ACH-000318,9826528,1.283761
ACH-000515,9826528,3.803775
ACH-000787,9826528,1.496155
ACH-000579,9826528,-2.754955
ACH-000142,9826528,0.761284
ACH-000023,9826528,0.565038
ACH-000555,9826528,1.835018
ACH-000548,9826528,2.986039
ACH-000394,9826528,4.706207
ACH-000864,9826528,3.829757
ACH-000359,9826528,1.558621
ACH-000273,9826528,1.000821
ACH-000640,9826528,1.381397
ACH-000245,9826528,1.824303
ACH-000162,9826528,2.601908
ACH-000948,9826528,3.441952
ACH-000717,9826528,3.064868
ACH-000960,9826528,2.588248
ACH-000730,9826528,-1.116862
ACH-000869,9826528,1.153382
ACH-000291,9826528,-1.520695
ACH-000637,9826528,0.082857
ACH-000501,9826528,0.500747
ACH-000219,9826528,-3.73231
ACH-000072,9826528,-1.637066
ACH-000315,9826528,2.906549
ACH-000146,9826528,-0.094138
ACH-000703,9826528,3.938077
ACH-000997,9826528,1.125932
ACH-001016,9826528,1.567998
ACH-000652,9826528,0.723036
ACH-000991,9826528,1.978993
ACH-000625,9826528,-1.393644
ACH-000082,9826528,2.957016
ACH-000439,9826528,-0.075472
ACH-001306,9826528,0.893976
ACH-000396,9826528,3.597359
ACH-000429,9826528,1.835634
ACH-000437,9826528,2.969848
ACH-000189,9826528,0.1079
ACH-000866,9826528,2.64987
ACH-000484,9826528,3.931236
ACH-000478,9826528,1.807306
ACH-000451,9826528,2.780091
ACH-000668,9826528,1.236495
ACH-000788,9826528,0.023789
ACH-000488,9826528,-0.05187
ACH-000957,9826528,-1.144414
ACH-000356,9826528,-0.556546
ACH-000151,9826528,3.003555
ACH-000772,9826528,4.732649
ACH-000378,9826528,2.227734
ACH-000157,9826528,-0.848108
ACH-000287,9826528,1.508913
ACH-000565,9826528,-1.467917
ACH-000660,9826528,1.338851
ACH-000386,9826528,1.163447
ACH-000595,9826528,1.510688
ACH-000985,9826528,-2.017347
ACH-000846,9826528,0.873598
ACH-000298,9826528,3.235293
ACH-000930,9826528,2.005426
ACH-000805,9826528,-3.829524
ACH-000536,9826528,1.220386
ACH-000098,9826528,3.447954
ACH-000135,9826528,3.728283
ACH-000113,9826528,-5.95427
ACH-000566,9826528,1.780283
ACH-000885,9826528,1.510884
ACH-001075,9826528,-1.532902
ACH-000900,9826528,1.085171
ACH-000922,9826528,2.981714
ACH-000260,9826528,-1.280367
ACH-000702,9826528,2.904326
ACH-000343,9826528,4.713566
ACH-000228,9826528,1.348462
ACH-000558,9826528,1.345676
ACH-000535,9826528,0.793598
ACH-000196,9826528,5.101781
ACH-000674,9826528,0.086988
ACH-000174,9826528,0.572819
ACH-000120,9826528,-5.51802
ACH-000905,9826528,1.27801
ACH-000210,9826528,3.039993
ACH-000360,9826528,-0.728873
ACH-000789,9826528,4.677786
ACH-000191,9826528,-2.897952
ACH-000559,9826528,5.985371
ACH-000720,9826528,3.701321
ACH-000514,9826528,3.789172
ACH-000008,9826528,-1.737012
ACH-000649,9826528,2.312815
ACH-001307,9826528,0.54238
ACH-000355,9826528,2.860201
ACH-000613,9826528,2.706198
ACH-000918,9826528,2.125868
ACH-000505,9826528,1.219962
ACH-000893,9826528,3.65938
ACH-000863,9826528,1.375368
ACH-000352,9826528,4.414571
ACH-000853,9826528,4.370602
ACH-000657,9826528,-0.319874
ACH-000181,9826528,0.388301
ACH-000104,9826528,1.818041
ACH-000966,9826528,-1.712715
ACH-000626,9826528,-1.447752
ACH-000655,9826528,3.387917
ACH-000662,9826528,1.232858
ACH-000486,9826528,-2.705189
ACH-000783,9826528,3.161851
ACH-000910,9826528,2.340595
ACH-000201,9826528,2.099968
ACH-000810,9826528,-2.359714
ACH-000776,9826528,-1.943584
ACH-000943,9826528,-0.491212
ACH-000995,9826528,2.798449
ACH-000619,9826528,0.10061
ACH-000974,9826528,2.203636
ACH-000243,9826528,0.260593
ACH-000856,9826528,1.805557
ACH-000913,9826528,1.40974
ACH-000073,9826528,3.230103
ACH-000998,9826528,1.044392
ACH-000806,9826528,2.97171
ACH-000061,9826528,3.303714
ACH-000648,9826528,3.65903
ACH-000320,9826528,-1.819385
ACH-000473,9826528,0.302436
ACH-000470,9826528,-1.626457
ACH-000348,9826528,0.444469
ACH-000944,9826528,2.548338
ACH-000506,9826528,3.726767
ACH-000411,9826528,1.125609
ACH-000530,9826528,3.532084
ACH-000814,9826528,-3.060895
ACH-000046,9826528,0.993481
ACH-000392,9826528,1.294788
ACH-000114,9826528,0.824535
ACH-000610,9826528,1.407642
ACH-000852,9826528,2.615692
ACH-000267,9826528,3.141789
ACH-000153,9826528,2.751582
ACH-000551,9826528,0.906035
ACH-000722,9826528,-1.525934
ACH-000116,9826528,2.983921
ACH-000403,9826528,-2.791425
ACH-000376,9826528,3.982184
ACH-000672,9826528,2.368533
ACH-000587,9826528,0.592682
ACH-000978,9826528,3.197309
ACH-000859,9826528,2.146865
ACH-000980,9826528,2.227261
ACH-000347,9826528,-0.691425
ACH-000800,9826528,1.918446
ACH-000596,9826528,-0.580422
ACH-000048,9826528,2.050913
ACH-000301,9826528,-2.166811
ACH-000718,9826528,-2.717417
ACH-000560,9826528,0.791136
ACH-000911,9826528,0.893113
ACH-000144,9826528,0.637245
ACH-000137,9826528,2.683619
ACH-000670,9826528,2.392564
ACH-000585,9826528,-0.221841
ACH-000018,9826528,3.156393
ACH-000138,9826528,1.399805
ACH-000186,9826528,5.84156
ACH-000936,9826528,2.138156
ACH-000475,9826528,2.8796
ACH-000373,9826528,-4.667212
ACH-000496,9826528,-0.221213
ACH-000937,9826528,1.710448
ACH-000793,9826528,1.654734
ACH-000880,9826528,-2.896139
ACH-000858,9826528,-0.029286
ACH-000450,9826528,-3.690601
ACH-000950,9826528,-1.150773
ACH-000665,9826528,-0.409351
ACH-000929,9826528,0.880098
ACH-000457,9826528,0.804206
ACH-000830,9826528,4.41
ACH-000469,9826528,2.723945
ACH-000334,9826528,2.854728
ACH-000188,9826528,2.108011
ACH-000786,9826528,2.393756
ACH-000881,9826528,-0.05401
ACH-000934,9826528,3.201283
ACH-000867,9826528,4.352697
ACH-000963,9826528,-0.218513
ACH-000001,9826528,3.449316
ACH-000562,9826528,2.596875
ACH-000970,9826528,0.449665
ACH-000890,9826528,0.281531
ACH-000381,9826528,1.008501
ACH-000447,9826528,1.969299
ACH-000752,9826528,4.336126
ACH-000744,9826528,0.158025
ACH-000947,9826528,3.36971
ACH-000060,9826528,1.012072
ACH-000696,9826528,2.013814
ACH-000644,9826528,-1.961545
ACH-000751,9826528,-1.849256
ACH-000035,9826528,4.179151
ACH-000749,9826528,2.872478
ACH-000932,9826528,0.862107
ACH-000198,9826528,-2.649958
ACH-000860,9826528,-0.520633
ACH-000784,9826528,3.074896
ACH-000738,9826528,4.212663
ACH-000380,9826528,3.050678
ACH-000570,9826528,1.966466
ACH-000332,9826528,3.389825
ACH-000357,9826528,3.287677
ACH-000476,9826528,0.473095
ACH-000546,9826528,2.121124
ACH-000968,9826528,-0.847109
ACH-000115,9826528,4.173409
ACH-000400,9826528,-2.352397
ACH-000161,9826528,0.059933
ACH-000802,9826528,-1.578175
ACH-000264,9826528,-1.438707
ACH-000295,9826528,-1.439864
ACH-000518,9826528,0.414481
ACH-000832,9826528,-0.539187
ACH-000250,9826528,3.088142
ACH-000915,9826528,-4.709648
ACH-000441,9826528,-4.307682
ACH-000857,9826528,-0.163005
ACH-000816,9826528,3.241711
ACH-000399,9826528,2.54989
ACH-000599,9826528,1.277236
ACH-000643,9826528,0.872155
ACH-000605,9826528,2.222615
ACH-000004,9826528,2.942072
ACH-000054,9826528,0.704567
ACH-000849,9826528,1.358728
ACH-000440,9826528,3.405991
ACH-000775,9826528,-2.381501
ACH-000823,9826528,2.208043
ACH-000248,9826528,3.53451
ACH-000207,9826528,0.461583
ACH-000663,9826528,2.781411
ACH-000491,9826528,-0.377952
ACH-000716,9826528,-0.711575
ACH-000218,9826528,-1.904098
ACH-000768,9826528,-0.068557
ACH-000986,9826528,1.390968
ACH-000983,9826528,-0.635937
ACH-000187,9826528,2.601304
ACH-000019,9826528,4.928956
ACH-000945,9826528,1.565663
ACH-000420,9826528,1.914735
ACH-000871,9826528,2.332003
ACH-000778,9826528,0.420901
ACH-000693,9826528,2.64983
ACH-000821,9826528,2.706716
ACH-000573,9826528,3.225782
ACH-000410,9826528,4.038664
ACH-000096,9826528,0.498707
ACH-000232,1401,4.529325
ACH-000204,1401,4.396016
ACH-000411,1401,3.351918
ACH-000911,1401,3.798375
ACH-000197,1401,1.493787
ACH-000960,1401,2.757767
ACH-000864,1401,6.293787
ACH-000267,1401,2.27842
ACH-000273,1401,2.092168
ACH-000573,1401,5.613869
ACH-000106,1401,1.999441
ACH-000332,1401,4.678856
ACH-000680,1401,4.598864
ACH-000174,1401,5.576778
ACH-000989,1401,2.971454
ACH-000146,1401,3.526679
ACH-000294,1401,1.472226
ACH-000880,1401,2.464704
ACH-000400,1401,3.618624
ACH-000841,1401,5.23291
ACH-000965,1401,3.543442
ACH-000380,1401,2.062507
ACH-000162,1401,3.126555
ACH-000814,1401,3.538494
ACH-000546,1401,4.252539
ACH-000821,1401,4.2072
ACH-000061,1401,3.894349
ACH-000374,1401,4.791686
ACH-000196,1401,4.706374
ACH-000231,1401,4.951796
ACH-000968,1401,3.269944
ACH-000621,1401,4.152312
ACH-000628,1401,2.391336
ACH-000430,1401,3.803603
ACH-000956,1401,3.829356
ACH-000535,1401,3.539124
ACH-000997,1401,2.357051
ACH-000644,1401,7.243934
ACH-000001,1401,4.932645
ACH-000392,1401,4.919429
ACH-000072,1401,2.419665
ACH-000694,1401,4.260581
ACH-000219,1401,4.058313
ACH-000530,1401,2.564664
ACH-000922,1401,2.69783
ACH-000802,1401,3.86196
ACH-000857,1401,5.181398
ACH-000917,1401,2.942274
ACH-000823,1401,3.689962
ACH-000200,1401,6.922307
ACH-000744,1401,4.249009
ACH-000970,1401,3.469702
ACH-000111,1401,4.422906
ACH-000652,1401,4.597104
ACH-000811,1401,4.529504
ACH-000856,1401,3.867176
ACH-000566,1401,4.169865
ACH-000720,1401,6.318318
ACH-000832,1401,3.675535
ACH-000420,1401,4.607738
ACH-000090,1401,6.723134
ACH-000609,1401,2.394417
ACH-000822,1401,3.858639
ACH-000378,1401,2.597214
ACH-000067,1401,3.409315
ACH-000896,1401,4.045189
ACH-000932,1401,3.279806
ACH-000718,1401,4.611839
ACH-000096,1401,-0.815204
ACH-000054,1401,4.952386
ACH-000046,1401,2.758136
ACH-000505,1401,4.40888
ACH-000343,1401,3.734936
ACH-000104,1401,1.913599
ACH-000078,1401,3.498768
ACH-000953,1401,2.878163
ACH-000481,1401,2.888232
ACH-000187,1401,5.156472
ACH-000211,1401,3.999596
ACH-000305,1401,4.235247
ACH-000562,1401,3.921822
ACH-000929,1401,3.577664
ACH-000599,1401,6.191042
ACH-000548,1401,5.14122
ACH-000536,1401,4.822572
ACH-000643,1401,4.418083
ACH-000651,1401,4.198377
ACH-000978,1401,5.49641
ACH-000438,1401,3.457914
ACH-000790,1401,3.977848
ACH-000116,1401,3.98514
ACH-000843,1401,2.471536
ACH-000120,1401,1.807438
ACH-000650,1401,4.078486
ACH-000366,1401,3.686574
ACH-000816,1401,2.185424
ACH-000473,1401,0.010265
ACH-000938,1401,2.297323
ACH-000920,1401,2.933996
ACH-000403,1401,4.526619
ACH-000476,1401,2.869314
ACH-000109,1401,6.042547
ACH-000878,1401,5.386876
ACH-000981,1401,3.129322
ACH-000648,1401,6.723015
ACH-000156,1401,3.305552
ACH-000936,1401,4.784001
ACH-000417,1401,4.482297
ACH-000223,1401,4.678285
ACH-000002,1401,4.204731
ACH-000627,1401,4.156751
ACH-000301,1401,2.721733
ACH-000595,1401,5.505826
ACH-000514,1401,5.709385
ACH-000869,1401,5.614921
ACH-000335,1401,3.494522
ACH-000918,1401,2.035738
ACH-000489,1401,5.95695
ACH-000486,1401,3.631496
ACH-000950,1401,2.468422
ACH-000948,1401,4.426939
ACH-000781,1401,4.45513
ACH-000768,1401,3.339745
ACH-000287,1401,3.099983
ACH-000679,1401,3.988818
ACH-000991,1401,4.607549
ACH-000778,1401,3.410993
ACH-000589,1401,3.236108
ACH-000359,1401,4.839138
ACH-000647,1401,4.853039
ACH-000226,1401,1.83008
ACH-000198,1401,1.319818
ACH-000888,1401,6.060465
ACH-000580,1401,5.860463
ACH-000662,1401,4.519792
ACH-000318,1401,4.609261
ACH-000212,1401,5.236237
ACH-000135,1401,3.119492
ACH-000070,1401,1.191439
ACH-000437,1401,3.467416
ACH-000137,1401,4.245823
ACH-000515,1401,3.786713
ACH-000559,1401,6.26945
ACH-000144,1401,1.9721
ACH-000696,1401,3.299513
ACH-000614,1401,3.75626
ACH-000784,1401,5.340044
ACH-000605,1401,4.499277
ACH-000803,1401,3.358165
ACH-000780,1401,4.201955
ACH-000322,1401,2.98328
ACH-000161,1401,4.144553
ACH-000456,1401,3.409751
ACH-000389,1401,2.472635
ACH-000763,1401,3.063759
ACH-000751,1401,2.841332
ACH-000191,1401,4.083156
ACH-000913,1401,1.592953
ACH-000073,1401,6.074862
ACH-000081,1401,1.475058
ACH-000624,1401,3.581527
ACH-000867,1401,4.72417
ACH-000654,1401,3.287376
ACH-000311,1401,2.883464
ACH-000806,1401,2.861603
ACH-000947,1401,5.841511
ACH-000334,1401,2.789686
ACH-000876,1401,3.98502
ACH-000249,1401,5.325435
ACH-000930,1401,3.238263
ACH-000270,1401,5.928572
ACH-000640,1401,4.530344
ACH-000655,1401,4.198197
ACH-000482,1401,4.35189
ACH-000291,1401,6.716262
ACH-000749,1401,2.897786
ACH-000963,1401,4.581241
ACH-000352,1401,5.452748
ACH-000222,1401,7.317949
ACH-000874,1401,2.44414
ACH-000159,1401,5.482632
ACH-000649,1401,2.758372
ACH-000527,1401,4.884138
ACH-000059,1401,4.03385
ACH-000493,1401,4.070432
ACH-000121,1401,6.622077
ACH-000974,1401,3.547463
ACH-000792,1401,3.247107
ACH-000018,1401,4.790753
ACH-000915,1401,2.827226
ACH-000937,1401,2.804173
ACH-000681,1401,4.372899
ACH-001307,1401,4.042715
ACH-000966,1401,2.503922
ACH-000716,1401,4.490064
ACH-000115,1401,4.623708
ACH-000408,1401,4.166283
ACH-000943,1401,3.57041
ACH-000551,1401,4.461042
ACH-000613,1401,4.158136
ACH-000585,1401,3.074182
ACH-000074,1401,2.106009
ACH-000189,1401,3.43809
ACH-000563,1401,4.682506
ACH-000678,1401,5.672045
ACH-000181,1401,3.286627
ACH-000810,1401,3.16756
ACH-000830,1401,5.31823
ACH-000672,1401,3.088687
ACH-000983,1401,3.790345
ACH-000944,1401,2.662736
ACH-000350,1401,6.98984
ACH-000698,1401,4.084216
ACH-000772,1401,3.568491
ACH-000364,1401,1.904546
ACH-000986,1401,4.70919
ACH-000825,1401,4.201154
ACH-000506,1401,3.099349
ACH-000288,1401,2.330892
ACH-000976,1401,3.389805
ACH-000985,1401,4.680394
ACH-000151,1401,3.57812
ACH-000171,1401,5.796918
ACH-000113,1401,1.550121
ACH-000147,1401,3.965472
ACH-000752,1401,4.982028
ACH-000866,1401,5.503423
ACH-000019,1401,6.172561
ACH-000315,1401,3.733866
ACH-000817,1401,3.522221
ACH-000789,1401,4.824916
ACH-000373,1401,1.496005
ACH-000788,1401,5.471615
ACH-000242,1401,1.238712
ACH-000871,1401,2.498827
ACH-000356,1401,4.54
ACH-000713,1401,4.265987
ACH-000035,1401,5.29713
ACH-000250,1401,5.080892
ACH-000607,1401,2.520398
ACH-000693,1401,4.307284
ACH-000379,1401,3.911691
ACH-000793,1401,-0.023
ACH-000905,1401,4.346405
ACH-000228,1401,1.879545
ACH-000386,1401,0.121731
ACH-000148,1401,2.840818
ACH-000619,1401,4.077056
ACH-000939,1401,3.46587
ACH-000384,1401,2.267864
ACH-000738,1401,4.903156
ACH-001016,1401,5.79936
ACH-000730,1401,4.291216
ACH-000308,1401,4.486968
ACH-000254,1401,4.442226
ACH-000626,1401,2.594482
ACH-000363,1401,5.148397
ACH-000440,1401,3.563601
ACH-000579,1401,4.531785
ACH-000153,1401,4.340382
ACH-000236,1401,5.55727
ACH-000449,1401,2.903409
ACH-000248,1401,3.635537
ACH-000702,1401,2.325753
ACH-001306,1401,3.405802
ACH-000910,1401,2.294421
ACH-001075,1401,2.859991
ACH-000572,1401,2.870253
ACH-000082,1401,-0.714391
ACH-000859,1401,4.702194
ACH-000421,1401,5.645243
ACH-000674,1401,6.945794
ACH-000323,1401,2.618158
ACH-000450,1401,2.91957
ACH-000688,1401,5.096676
ACH-000491,1401,-2.866435
ACH-000660,1401,1.967517
ACH-000488,1401,2.043437
ACH-000615,1401,4.313316
ACH-000610,1401,0.962219
ACH-000657,1401,0.216388
ACH-000717,1401,4.942202
ACH-000775,1401,4.655343
ACH-000244,1401,2.84761
ACH-000998,1401,4.373855
ACH-000670,1401,4.078151
ACH-000142,1401,3.972338
ACH-000023,1401,5.481536
ACH-000434,1401,4.145532
ACH-000603,1401,3.503568
ACH-000665,1401,4.474085
ACH-000703,1401,5.250967
ACH-000885,1401,2.939668
ACH-000849,1401,5.259658
ACH-000207,1401,3.231591
ACH-000169,1401,4.461372
ACH-000586,1401,3.252577
ACH-000852,1401,4.326363
ACH-000401,1401,3.66742
ACH-000441,1401,3.866208
ACH-000570,1401,3.757831
ACH-000475,1401,3.273987
ACH-000924,1401,4.142978
ACH-000062,1401,3.903376
ACH-000754,1401,2.990166
ACH-000439,1401,2.617772
ACH-000783,1401,4.306561
ACH-000663,1401,3.168438
ACH-000416,1401,2.25256
ACH-000105,1401,2.909603
ACH-000451,1401,4.73506
ACH-000882,1401,3.67012
ACH-000890,1401,5.735783
ACH-000800,1401,1.736516
ACH-000906,1401,3.958443
ACH-000786,1401,2.547783
ACH-000429,1401,1.132236
ACH-000812,1401,5.66271
ACH-000794,1401,5.179128
ACH-000484,1401,3.433265
ACH-000269,1401,4.547128
ACH-000221,1401,3.057717
ACH-000840,1401,5.590169
ACH-000637,1401,4.126284
ACH-000355,1401,2.678475
ACH-000677,1401,6.036229
ACH-000668,1401,4.084918
ACH-000596,1401,3.276538
ACH-000218,1401,2.047256
ACH-000258,1401,3.311421
ACH-000554,1401,4.593037
ACH-000945,1401,3.710577
ACH-000188,1401,5.553021
ACH-000414,1401,4.518466
ACH-000410,1401,4.338045
ACH-000740,1401,5.238105
ACH-000934,1401,4.343925
ACH-000347,1401,3.778778
ACH-000348,1401,4.448751
ACH-000828,1401,6.320247
ACH-000827,1401,3.620572
ACH-000750,1401,1.608368
ACH-000399,1401,4.439842
ACH-000863,1401,5.879119
ACH-000722,1401,5.137729
ACH-000504,1401,3.003284
ACH-000638,1401,3.840921
ACH-000560,1401,1.449483
ACH-000980,1401,4.984334
ACH-000853,1401,5.169201
ACH-000210,1401,5.038042
ACH-000091,1401,4.709861
ACH-000087,1401,2.796826
ACH-000714,1401,1.033209
ACH-000846,1401,4.124484
ACH-000879,1401,3.779542
ACH-000360,1401,5.377855
ACH-000201,1401,1.522842
ACH-000330,1401,3.847613
ACH-000826,1401,4.425014
ACH-000478,1401,3.475947
ACH-000295,1401,4.501947
ACH-000587,1401,3.60049
ACH-000893,1401,5.821319
ACH-000815,1401,3.469493
ACH-000470,1401,3.853463
ACH-000376,1401,5.004228
ACH-000009,1401,4.178475
ACH-000304,1401,6.624641
ACH-000048,1401,3.81938
ACH-000971,1401,3.635858
ACH-000995,1401,2.97617
ACH-000457,1401,3.030188
ACH-000225,1401,4.321317
ACH-000060,1401,6.124103
ACH-000238,1401,4.840132
ACH-000469,1401,4.352338
ACH-000271,1401,2.489455
ACH-000521,1401,4.043497
ACH-000138,1401,5.077723
ACH-000247,1401,4.491291
ACH-000472,1401,3.457025
ACH-000805,1401,3.849068
ACH-000617,1401,4.377099
ACH-000381,1401,5.473484
ACH-000008,1401,4.905338
ACH-000357,1401,3.136488
ACH-000186,1401,6.700972
ACH-000745,1401,2.323357
ACH-000320,1401,6.223643
ACH-000969,1401,5.24825
ACH-000004,1401,2.836017
ACH-000927,1401,5.625505
ACH-000616,1401,4.289571
ACH-000052,1401,5.064696
ACH-000501,1401,4.448282
ACH-000881,1401,4.476655
ACH-000396,1401,3.962425
ACH-000565,1401,4.67552
ACH-000555,1401,2.757381
ACH-000098,1401,1.739142
ACH-000298,1401,4.459091
ACH-000243,1401,3.615418
ACH-000114,1401,6.3006
ACH-000708,1401,5.555961
ACH-000425,1401,4.160786
ACH-000260,1401,5.207497
ACH-000480,1401,0.846625
ACH-000787,1401,3.344012
ACH-000245,1401,2.584787
ACH-000264,1401,4.991709
ACH-000900,1401,5.113054
ACH-000157,1401,0.84449
ACH-000447,1401,5.076906
ACH-000835,1401,3.963136
ACH-000824,1401,4.50254
ACH-000176,1401,3.562062
ACH-000558,1401,1.433882
ACH-000496,1401,3.07723
ACH-000518,1401,4.445391
ACH-000303,1401,5.065195
ACH-000858,1401,4.273073
ACH-000394,1401,5.01083
ACH-000656,1401,2.654891
ACH-000957,1401,4.849082
ACH-000776,1401,4.352912
ACH-000625,1401,0.25249
ACH-000860,1401,4.017174
ACH-000985,16720766,0.271184
ACH-000441,16720766,0.671928
ACH-000219,16720766,-0.972767
ACH-000480,16720766,-0.059747
ACH-000811,16720766,4.721676
ACH-000484,16720766,3.498687
ACH-000491,16720766,0.878601
ACH-000138,16720766,0.687996
ACH-000619,16720766,0.623801
ACH-000403,16720766,2.579244
ACH-000222,16720766,8.158806
ACH-000938,16720766,-1.161081
ACH-000052,16720766,-1.826913
ACH-000457,16720766,-0.512431
ACH-000655,16720766,1.53057
ACH-000934,16720766,0.921763
ACH-000882,16720766,-1.262237
ACH-000603,16720766,1.313792
ACH-000291,16720766,0.970282
ACH-000148,16720766,3.285381
ACH-000825,16720766,1.663462
ACH-000918,16720766,-1.796964
ACH-000228,16720766,2.668432
ACH-000560,16720766,-3.014657
ACH-000783,16720766,4.357529
ACH-000303,16720766,-0.337456
ACH-000956,16720766,1.684909
ACH-000827,16720766,-0.60883
ACH-000439,16720766,1.62313
ACH-000250,16720766,-0.915179
ACH-000196,16720766,1.082237
ACH-000392,16720766,1.717684
ACH-000174,16720766,-1.383429
ACH-000786,16720766,-0.765564
ACH-000911,16720766,-0.270099
ACH-000930,16720766,-0.857842
ACH-000243,16720766,1.526322
ACH-000551,16720766,0.545139
ACH-000260,16720766,2.433812
ACH-000763,16720766,-0.283524
ACH-000890,16720766,1.604683
ACH-000859,16720766,-2.105947
ACH-000869,16720766,2.33224
ACH-000768,16720766,0.788661
ACH-000245,16720766,-2.134327
ACH-000115,16720766,2.701283
ACH-000414,16720766,1.652641
ACH-000269,16720766,0.028249
ACH-000974,16720766,0.766819
ACH-000400,16720766,0.121442
ACH-001307,16720766,0.541078
ACH-000752,16720766,2.547486
ACH-000936,16720766,3.214257
ACH-000815,16720766,1.056212
ACH-000188,16720766,0.870969
ACH-000301,16720766,-1.304267
ACH-000570,16720766,0.052486
ACH-000232,16720766,0.302987
ACH-000702,16720766,0.105644
ACH-000586,16720766,3.074294
ACH-000900,16720766,-0.917865
ACH-000978,16720766,-1.289242
ACH-000376,16720766,0.442085
ACH-000264,16720766,0.67542
ACH-000624,16720766,-2.175689
ACH-000144,16720766,3.561406
ACH-000563,16720766,-1.43508
ACH-000957,16720766,1.012901
ACH-000610,16720766,-1.680161
ACH-000156,16720766,-0.803451
ACH-000980,16720766,-1.777134
ACH-000359,16720766,-0.896225
ACH-000096,16720766,-0.260578
ACH-000953,16720766,-0.947279
ACH-000793,16720766,3.560845
ACH-000420,16720766,5.288877
ACH-000969,16720766,-0.689455
ACH-000991,16720766,-0.846303
ACH-000536,16720766,1.912924
ACH-000197,16720766,-0.044023
ACH-000660,16720766,-2.452851
ACH-000573,16720766,3.415935
ACH-000649,16720766,-0.182924
ACH-000937,16720766,-1.229773
ACH-000515,16720766,1.547327
ACH-000580,16720766,3.212787
ACH-000073,16720766,-1.670791
ACH-000355,16720766,-0.135982
ACH-000906,16720766,0.266785
ACH-000061,16720766,0.406419
ACH-000708,16720766,3.252897
ACH-000363,16720766,-0.271379
ACH-000943,16720766,-1.952465
ACH-000780,16720766,-0.057261
ACH-000595,16720766,-0.154692
ACH-000451,16720766,0.941294
ACH-000070,16720766,-1.358859
ACH-000628,16720766,5.793753
ACH-000824,16720766,0.039338
ACH-000750,16720766,-2.843588
ACH-000775,16720766,3.503858
ACH-000881,16720766,1.740643
ACH-000386,16720766,0.253072
ACH-000171,16720766,5.964305
ACH-000718,16720766,3.2869
ACH-000920,16720766,-1.704764
ACH-000637,16720766,2.052459
ACH-000212,16720766,0.876154
ACH-000475,16720766,2.586827
ACH-000615,16720766,-0.003579
ACH-000399,16720766,6.343811
ACH-000478,16720766,4.193434
ACH-000521,16720766,1.761676
ACH-000270,16720766,1.369456
ACH-000059,16720766,-0.963146
ACH-000157,16720766,-1.874514
ACH-000772,16720766,0.387579
ACH-000657,16720766,0.814677
ACH-000960,16720766,-0.406317
ACH-000437,16720766,1.30562
ACH-000722,16720766,3.300141
ACH-000562,16720766,-1.138264
ACH-000191,16720766,-0.051679
ACH-000104,16720766,0.490492
ACH-000790,16720766,1.400318
ACH-000384,16720766,1.34983
ACH-000062,16720766,0.17826
ACH-000566,16720766,2.276734
ACH-000231,16720766,1.770887
ACH-000751,16720766,-3.10196
ACH-000915,16720766,0.897944
ACH-000927,16720766,4.023614
ACH-000794,16720766,0.763733
ACH-000738,16720766,-0.779995
ACH-000201,16720766,0.922299
ACH-000311,16720766,0.114125
ACH-000366,16720766,-0.67493
ACH-000120,16720766,1.848172
ACH-000998,16720766,4.174181
ACH-000060,16720766,0.663902
ACH-000647,16720766,0.840034
ACH-000648,16720766,6.450834
